分类,歌曲,难度,分支,体力,手速,爆发,节奏,复合,主定数
02 Anime,キューティーハニー,魔王,,1.61 ,0.82 ,1.90 ,0.31 ,0.00 ,1.11 
02 Anime,Happy Go Lucky! ドキドキ！プリキュア,魔王,,1.00 ,0.10 ,5.17 ,0.17 ,0.00 ,1.11 
01 Pop,Ge Zhong Qiang Shou,魔王,,0.96 ,0.00 ,0.00 ,1.20 ,1.53 ,1.10 
02 Anime,Fun!Fun!Fun! ～夢∞～,魔王,,1.38 ,0.21 ,3.96 ,0.38 ,0.00 ,1.10 
09 Namco Original,おもちでマンボ,魔王,,0.10 ,0.00 ,0.00 ,2.15 ,0.00 ,1.10 
02 Anime,ホウキ雲,魔王,,1.23 ,0.02 ,0.00 ,0.17 ,1.77 ,1.10 
01 Pop,泣かないで,魔王,,1.49 ,0.07 ,3.77 ,0.05 ,0.00 ,1.10 
01 Pop,LOVE涙色,魔王,,0.36 ,0.00 ,0.00 ,2.12 ,0.00 ,1.09 
01 Pop,360°,魔王,,1.50 ,0.40 ,2.37 ,0.81 ,0.00 ,1.09 
07 Game Music,きゅんっ！ヴァンパイアガール,魔王,,1.54 ,0.18 ,0.18 ,1.31 ,0.63 ,1.09 
07 Game Music,きゅんっ！ヴァンパイアガール,魔王,,1.54 ,0.18 ,0.18 ,1.31 ,0.63 ,1.09 
07 Game Music,きゅんっ！ヴァンパイアガール,魔王,,1.54 ,0.18 ,0.18 ,1.31 ,0.63 ,1.09 
02 Anime,ウルトラマンマックス,魔王,普通,0.85 ,0.14 ,5.17 ,0.44 ,0.00 ,1.09 
02 Anime,絆ノ奇跡,魔王,,0.56 ,0.07 ,5.17 ,0.77 ,0.00 ,1.09 
02 Anime,ここたまハッピ～パラダイス！,魔王,达人,2.04 ,0.10 ,0.29 ,0.32 ,0.19 ,1.08 
02 Anime,sakura,魔王,,2.12 ,0.08 ,0.03 ,0.09 ,0.00 ,1.08 
01 Pop,特務J,魔王,,1.84 ,0.06 ,0.11 ,0.00 ,0.00 ,1.08 
06 Classical,トルコ行進曲,魔王,,1.89 ,0.19 ,0.10 ,0.93 ,0.00 ,1.08 
01 Pop,恋愛レボリューション21,魔王,,2.07 ,0.12 ,0.01 ,0.35 ,0.33 ,1.08 
09 Namco Original,オールナイトdeインデナイ,魔王,,1.49 ,0.02 ,0.00 ,0.80 ,1.28 ,1.08 
09 Namco Original,君に、ロマンティック。,魔王,,1.98 ,0.13 ,0.00 ,0.06 ,0.72 ,1.07 
02 Anime,君が主役さっ！,魔王,,2.07 ,0.11 ,0.05 ,0.35 ,0.00 ,1.07 
01 Pop,ドラマツルギー,魔王,,0.24 ,0.01 ,0.48 ,1.95 ,0.00 ,1.07 
01 Pop,逆戦 NI ZHAN,魔王,,1.83 ,0.06 ,0.00 ,0.00 ,0.00 ,1.06 
01 Pop,アジアの純真,魔王,,2.08 ,0.05 ,0.00 ,0.09 ,0.00 ,1.06 
02 Anime,なんでだろう　両さんバージョン,魔王,,0.00 ,0.00 ,0.00 ,1.83 ,0.00 ,1.06 
03 Vocaloid,みくみくにしてあげる?【してやんよ】,魔王,,1.57 ,0.18 ,2.83 ,0.00 ,0.34 ,1.06 
02 Anime,Let's!フレッシュプリキュア！,魔王,,1.32 ,0.02 ,4.04 ,0.16 ,0.00 ,1.06 
09 Namco Original,平成太鼓街道 ～バチの女～,魔王,普通,0.18 ,0.00 ,0.00 ,2.06 ,0.00 ,1.05 
04 Children and Folk,爆上戦隊ブンブンジャー,魔王,,0.38 ,0.01 ,5.60 ,0.29 ,0.00 ,1.05 
01 Pop,曹操,魔王,达人,2.03 ,0.27 ,0.14 ,0.11 ,0.00 ,1.05 
02 Anime,サイコー?エブリディ！,魔王,,1.80 ,0.15 ,0.97 ,0.08 ,0.00 ,1.05 
07 Game Music,Shooting Star,魔王,,0.95 ,0.00 ,0.00 ,1.51 ,1.06 ,1.05 
09 Namco Original,喫茶レイン,魔王,,1.40 ,0.01 ,0.00 ,0.92 ,1.22 ,1.05 
01 Pop,NO MORE CRY,魔王,,1.75 ,0.06 ,0.02 ,0.86 ,0.69 ,1.05 
02 Anime,勇気100%,魔王,,2.02 ,0.23 ,0.11 ,0.20 ,0.00 ,1.05 
09 Namco Original,きょうはたいこ曜日,魔王,,0.94 ,0.01 ,0.00 ,1.83 ,0.00 ,1.05 
02 Anime,スタートライン！,魔王,,1.38 ,0.22 ,2.37 ,0.89 ,0.00 ,1.04 
07 Game Music,ラブリーX,魔王,玄人,1.72 ,0.04 ,0.01 ,1.08 ,0.27 ,1.04 
01 Pop,黒い猫の歌,魔王,,1.63 ,0.04 ,0.01 ,1.22 ,0.00 ,1.04 
02 Anime,ラ?ラ?ラ?スイートプリキュア?,魔王,,1.46 ,0.13 ,3.30 ,0.05 ,0.00 ,1.03 
04 Children and Folk,マル?マル?モリ?モリ!,魔王,,0.62 ,0.00 ,0.00 ,1.93 ,0.00 ,1.03 
09 Namco Original,うなぎのたましいロック,魔王,,1.93 ,0.02 ,0.00 ,0.22 ,0.61 ,1.03 
01 Pop,六本木～GIROPPON～,魔王,,1.26 ,0.13 ,4.00 ,0.20 ,0.00 ,1.03 
01 Pop,AIAIAI (feat.中田ヤスタカ),魔王,,1.27 ,0.03 ,0.00 ,1.57 ,0.00 ,1.03 
02 Anime,海賊戦隊ゴーカイジャー,魔王,,1.45 ,0.09 ,3.30 ,0.05 ,0.00 ,1.03 
01 Pop,MISTER,魔王,,1.70 ,0.03 ,0.00 ,0.90 ,0.64 ,1.03 
01 Pop,Jing Wu Men,魔王,,1.53 ,0.03 ,0.00 ,1.31 ,0.05 ,1.02 
01 Pop,高嶺の花子さん,魔王,,1.86 ,0.05 ,0.03 ,0.73 ,0.00 ,1.02 
01 Pop,ロコローション,魔王,玄人,1.99 ,0.09 ,0.05 ,0.20 ,0.00 ,1.02 
02 Anime,ゲッチュウ!らぶらぶぅ?!,魔王,,1.18 ,0.23 ,3.07 ,0.31 ,0.85 ,1.02 
06 Classical,ラ?カンパネラ,魔王,,1.52 ,0.03 ,0.00 ,0.96 ,0.88 ,1.02 
01 Pop,July 1st,魔王,,0.99 ,0.01 ,0.00 ,1.73 ,0.00 ,1.02 
02 Anime,初恋峠でゲラゲラポー,魔王,,1.59 ,0.09 ,0.00 ,0.79 ,0.92 ,1.01 
02 Anime,ギンギラ銀河,魔王,,1.46 ,0.06 ,2.13 ,0.73 ,0.00 ,1.01 
02 Anime,にんげんっていいな,魔王,,1.74 ,0.04 ,0.00 ,0.00 ,0.00 ,1.01 
01 Pop,シンクロナイズド?ラブ,魔王,达人,1.98 ,0.06 ,0.00 ,0.07 ,0.00 ,1.01 
01 Pop,American Girls,魔王,,0.83 ,0.01 ,0.00 ,0.94 ,1.55 ,1.01 
01 Pop,Ai Qing 36 Ji,魔王,,1.76 ,0.04 ,0.00 ,0.86 ,0.36 ,1.01 
04 Children and Folk,カールのうた秋 池のほとり篇,魔王,,0.33 ,0.01 ,2.83 ,1.47 ,0.00 ,1.01 
02 Anime,ス?マ?イ?ル,魔王,,1.12 ,0.17 ,4.23 ,0.06 ,0.00 ,1.01 
01 Pop,Hero,魔王,,1.04 ,0.09 ,0.00 ,1.50 ,0.78 ,1.01 
02 Anime,アナタボシ,魔王,,1.84 ,0.02 ,0.19 ,0.16 ,0.57 ,1.00 
02 Anime,WiSH VOYAGE,魔王,,0.82 ,0.11 ,0.60 ,1.57 ,0.00 ,1.00 
01 Pop,佐賀県,魔王,,1.70 ,0.02 ,0.00 ,0.67 ,0.75 ,1.00 
01 Pop,マタアイマショウ,魔王,,1.57 ,0.01 ,0.00 ,0.33 ,1.12 ,0.99 
01 Pop,君は天然色,魔王,,0.59 ,0.00 ,0.00 ,1.82 ,0.40 ,0.99 
02 Anime,My Little Pony Theme Song,魔王,,0.72 ,0.00 ,0.00 ,1.61 ,0.84 ,0.99 
02 Anime,ここたまハッピ～パラダイス！,魔王,玄人,1.84 ,0.09 ,0.29 ,0.33 ,0.00 ,0.99 
01 Pop,believe in you,魔王,,1.51 ,0.06 ,0.00 ,0.32 ,1.19 ,0.99 
01 Pop,ココロ転がせっ！,魔王,,1.06 ,0.05 ,0.17 ,1.59 ,0.00 ,0.99 
07 Game Music,マキシフュージョン,魔王,,1.87 ,0.14 ,0.02 ,0.42 ,0.00 ,0.98 
01 Pop,Dreamin' World,魔王,,1.25 ,0.01 ,0.00 ,1.37 ,0.54 ,0.98 
04 Children and Folk,線路は続くよどこまでも,魔王,,1.91 ,0.01 ,0.00 ,0.06 ,0.00 ,0.98 
02 Anime,Promise,魔王,普通,1.71 ,0.14 ,0.60 ,0.17 ,0.00 ,0.98 
01 Pop,怪怪女,魔王,,1.70 ,0.08 ,0.60 ,0.29 ,0.00 ,0.98 
02 Anime,キラキラ Every day,魔王,,0.34 ,0.00 ,0.00 ,1.88 ,0.00 ,0.97 
09 Namco Original,どんちゃん世界旅行,魔王,达人,1.89 ,0.06 ,0.03 ,0.16 ,0.00 ,0.97 
02 Anime,ゲラゲラポーのうた,魔王,,1.73 ,0.05 ,0.00 ,0.16 ,0.81 ,0.97 
01 Pop,桜,魔王,玄人,1.90 ,0.04 ,0.00 ,0.04 ,0.00 ,0.97 
01 Pop,Lovin' Life,魔王,,1.82 ,0.02 ,0.00 ,0.04 ,0.56 ,0.97 
02 Anime,葛飾ラプソディー ～ヤムヤムVersion～,魔王,,1.47 ,0.02 ,0.11 ,0.45 ,1.06 ,0.96 
01 Pop,サマータイムシンデレラ,魔王,,1.56 ,0.09 ,0.11 ,0.94 ,0.40 ,0.96 
09 Namco Original,おばけのお仕事,魔王,,1.40 ,0.24 ,0.60 ,0.80 ,0.50 ,0.96 
02 Anime,ジョジョ ～その血の運命～,魔王,,1.43 ,0.29 ,0.23 ,1.09 ,0.00 ,0.96 
01 Pop,地上の星,魔王,,0.95 ,0.01 ,0.00 ,0.91 ,1.35 ,0.96 
01 Pop,My Way,魔王,,1.49 ,0.02 ,0.00 ,0.39 ,1.07 ,0.95 
02 Anime,シュガー?シュガー,魔王,,1.19 ,0.05 ,0.05 ,1.30 ,0.65 ,0.95 
01 Pop,CANDY CANDY,魔王,,1.84 ,0.11 ,0.00 ,0.13 ,0.00 ,0.94 
01 Pop,パラダイス銀河,魔王,,1.55 ,0.16 ,1.67 ,0.07 ,0.00 ,0.94 
01 Pop,bad guy,魔王,,1.64 ,0.06 ,0.01 ,0.85 ,0.17 ,0.94 
02 Anime,運命のしずく～Destiny's star～,魔王,,0.00 ,0.03 ,0.02 ,1.63 ,0.85 ,0.94 
01 Pop,おさかな天国,魔王,,1.58 ,0.11 ,0.07 ,0.00 ,0.00 ,0.94 
01 Pop,GOOD BYE 夏男,魔王,,1.33 ,0.34 ,2.60 ,0.31 ,0.00 ,0.93 
07 Game Music,TOKIMEKIエスカレート,魔王,,1.81 ,0.16 ,0.05 ,0.02 ,0.00 ,0.93 
09 Namco Original,未来への鍵,魔王,,1.68 ,0.02 ,0.00 ,0.17 ,0.71 ,0.93 
02 Anime,ここたまハッピ～パラダイス！,魔王,普通,1.70 ,0.08 ,0.29 ,0.28 ,0.00 ,0.93 
02 Anime,だまって俺についてこい,魔王,,0.97 ,0.02 ,0.00 ,1.49 ,0.41 ,0.93 
01 Pop,愛しい人へ,魔王,,1.45 ,0.01 ,0.00 ,0.69 ,0.87 ,0.92 
02 Anime,ヒカリへ,魔王,,1.57 ,0.01 ,0.00 ,0.35 ,0.85 ,0.92 
01 Pop,今、咲き誇る花たちよ,魔王,,1.64 ,0.02 ,0.00 ,0.04 ,0.80 ,0.92 
01 Pop,Choo Choo TRAIN,魔王,,1.74 ,0.03 ,0.00 ,0.45 ,0.00 ,0.92 
02 Anime,愛をとりもどせ！！,魔王,玄人,1.37 ,0.32 ,2.37 ,0.17 ,0.00 ,0.92 
02 Anime,キラリ☆彡スター☆トゥインクルプリキュア,魔王,,0.92 ,0.03 ,4.15 ,0.03 ,0.00 ,0.92 
07 Game Music,妖怪道中記音頭,魔王,普通,0.81 ,0.00 ,0.23 ,1.50 ,0.34 ,0.92 
04 Children and Folk,俺こそオンリーワン,魔王,,1.06 ,0.01 ,0.01 ,1.13 ,0.93 ,0.92 
01 Pop,Sugar Lady,魔王,玄人,1.42 ,0.03 ,0.00 ,1.08 ,0.00 ,0.91 
02 Anime,ゲッタバンバン,魔王,,0.70 ,0.13 ,4.47 ,0.17 ,0.00 ,0.91 
01 Pop,ラブソングはとまらないよ,魔王,,1.51 ,0.02 ,0.01 ,0.97 ,0.09 ,0.91 
01 Pop,ごめんなさいのKissing You,魔王,,1.68 ,0.08 ,0.11 ,0.50 ,0.00 ,0.91 
05 Variety,渡る世間は鬼ばかり テーマ,魔王,,1.76 ,0.16 ,0.00 ,0.12 ,0.00 ,0.91 
02 Anime,ずっとずっとトモダチ,魔王,,0.99 ,0.02 ,2.83 ,0.00 ,0.00 ,0.91 
06 Classical,「カルメン」より闘牛士の歌,魔王,,1.03 ,0.04 ,0.03 ,0.89 ,1.15 ,0.90 
05 Variety,ムーンダスト,魔王,,1.53 ,0.05 ,0.02 ,0.00 ,0.00 ,0.90 
01 Pop,晩餐歌,魔王,,1.35 ,0.01 ,0.00 ,0.60 ,0.99 ,0.90 
01 Pop,晩餐歌,魔王,,1.35 ,0.01 ,0.00 ,0.60 ,0.99 ,0.90 
09 Namco Original,バブリィ☆クイーン,魔王,,1.67 ,0.07 ,0.14 ,0.37 ,0.00 ,0.89 
02 Anime,START DASH SENSATION,魔王,,1.15 ,0.00 ,0.00 ,1.31 ,0.00 ,0.89 
01 Pop,I Want You Back,魔王,,1.46 ,0.01 ,0.00 ,0.38 ,0.90 ,0.89 
04 Children and Folk,しなこワールド,魔王,,1.00 ,0.01 ,0.00 ,1.42 ,0.00 ,0.89 
01 Pop,ダンシング！夏祭り,魔王,,1.13 ,0.01 ,0.00 ,1.31 ,0.00 ,0.89 
02 Anime,ウルトラマンの歌,魔王,,0.27 ,0.01 ,0.00 ,1.71 ,0.27 ,0.89 
03 Vocaloid,僕らの世界にダンスを,魔王,,1.48 ,0.23 ,0.00 ,0.19 ,0.88 ,0.89 
01 Pop,NaNaNa,魔王,达人,1.51 ,0.03 ,0.00 ,0.81 ,0.35 ,0.89 
02 Anime,BRAND NEW WORLD,魔王,,1.18 ,0.35 ,2.83 ,0.24 ,0.00 ,0.88 
07 Game Music,MUSIC?,魔王,,1.68 ,0.07 ,0.03 ,0.33 ,0.00 ,0.88 
07 Game Music,MUSIC?,魔王,,1.68 ,0.07 ,0.03 ,0.33 ,0.00 ,0.88 
01 Pop,曹操,魔王,玄人,1.67 ,0.19 ,0.14 ,0.11 ,0.00 ,0.88 
02 Anime,レッツゴー!!ライダーキック,魔王,,1.59 ,0.42 ,0.01 ,0.45 ,0.00 ,0.88 
07 Game Music,GLORIOUS RO@D,魔王,,1.12 ,0.01 ,0.00 ,1.28 ,0.34 ,0.88 
09 Namco Original,蛻変,魔王,,1.47 ,0.01 ,0.00 ,0.73 ,0.52 ,0.88 
02 Anime,ユカイ ツーカイ怪物くん,魔王,,1.53 ,0.03 ,0.00 ,0.75 ,0.00 ,0.87 
04 Children and Folk,CHEMY×STORY,魔王,,1.45 ,0.01 ,0.00 ,0.16 ,0.91 ,0.87 
01 Pop,Strawberry Prince Forever,魔王,,1.67 ,0.05 ,0.01 ,0.30 ,0.28 ,0.87 
01 Pop,ちょこっとLOVE,魔王,玄人,0.55 ,0.03 ,4.47 ,0.06 ,0.00 ,0.87 
01 Pop,Du Jia Kuai Le,魔王,,1.62 ,0.08 ,0.23 ,0.21 ,0.00 ,0.87 
01 Pop,ラブ?ストーリーは突然に,魔王,,0.99 ,0.01 ,0.00 ,1.19 ,0.71 ,0.86 
04 Children and Folk,きよしのズンドコ節,魔王,玄人,1.50 ,0.01 ,0.00 ,0.16 ,0.78 ,0.86 
07 Game Music,ワンダーモモ,魔王,,1.19 ,0.02 ,2.86 ,0.02 ,0.00 ,0.86 
02 Anime,Bataille Décisive,魔王,普通,1.44 ,0.23 ,0.60 ,0.30 ,0.00 ,0.85 
02 Anime,Bataille Décisive,魔王,玄人,1.44 ,0.23 ,0.60 ,0.30 ,0.00 ,0.85 
01 Pop,サマーれげぇ！レインボー,魔王,玄人,0.54 ,0.00 ,0.00 ,1.57 ,0.00 ,0.85 
01 Pop,We Will Rock You,魔王,,0.21 ,0.73 ,3.60 ,0.58 ,0.00 ,0.85 
09 Namco Original,いとしのミルさま,魔王,,1.68 ,0.03 ,0.00 ,0.14 ,0.04 ,0.85 
02 Anime,ハム太郎とっとこうた,魔王,,1.36 ,0.05 ,0.05 ,0.92 ,0.00 ,0.85 
07 Game Music,ポジティブ！,魔王,普通,1.50 ,0.02 ,0.03 ,0.68 ,0.00 ,0.85 
07 Game Music,ポジティブ！,魔王,普通,1.50 ,0.02 ,0.03 ,0.68 ,0.00 ,0.85 
07 Game Music,ポジティブ！,魔王,普通,1.50 ,0.02 ,0.03 ,0.68 ,0.00 ,0.85 
01 Pop,Trust?Last,魔王,,0.88 ,0.03 ,3.68 ,0.23 ,0.00 ,0.85 
02 Anime,なめこのうた,魔王,,1.03 ,0.01 ,2.25 ,0.00 ,0.00 ,0.85 
02 Anime,スキップ　ステップ　アイランド,魔王,,1.57 ,0.08 ,0.14 ,0.37 ,0.00 ,0.85 
01 Pop,Real voice,魔王,,1.20 ,0.02 ,0.00 ,0.99 ,0.60 ,0.85 
02 Anime,やさしさに包まれたなら,魔王,,0.51 ,0.00 ,0.00 ,1.55 ,0.30 ,0.84 
07 Game Music,ソラのミチシルベ,魔王,,1.06 ,0.48 ,2.83 ,0.06 ,0.00 ,0.84 
07 Game Music,my song,魔王,,1.46 ,0.02 ,0.00 ,0.47 ,0.63 ,0.84 
07 Game Music,my song,魔王,,1.46 ,0.02 ,0.00 ,0.47 ,0.63 ,0.84 
01 Pop,愛は勝つ,魔王,,1.25 ,0.06 ,0.00 ,0.45 ,0.99 ,0.84 
01 Pop,SMILY,魔王,玄人,1.39 ,0.02 ,1.43 ,0.05 ,0.00 ,0.84 
02 Anime,ウンタカダンス,魔王,,1.54 ,0.03 ,0.29 ,0.04 ,0.00 ,0.84 
01 Pop,大切なもの,魔王,,1.11 ,0.01 ,0.00 ,0.55 ,1.08 ,0.83 
04 Children and Folk,おさかな毎日！さかなクン,魔王,,1.48 ,0.10 ,0.00 ,0.43 ,0.55 ,0.83 
02 Anime,やじるしになって！,魔王,,1.21 ,0.01 ,0.73 ,0.00 ,0.00 ,0.83 
02 Anime,スピード,魔王,普通,1.05 ,0.03 ,0.00 ,0.25 ,1.24 ,0.83 
02 Anime,Sha la la -アヤカシNIGHT-,魔王,,1.50 ,0.07 ,0.02 ,0.59 ,0.00 ,0.83 
01 Pop,愛唄,魔王,,0.09 ,0.00 ,0.00 ,1.60 ,0.00 ,0.82 
04 Children and Folk,おはようメルちゃん,魔王,,0.43 ,0.00 ,0.00 ,1.53 ,0.00 ,0.82 
02 Anime,ハッピーラッキーチャッピー,魔王,,1.41 ,0.10 ,0.60 ,0.17 ,0.00 ,0.82 
07 Game Music,LOVEオーダーメイド,魔王,,1.58 ,0.06 ,0.02 ,0.10 ,0.00 ,0.82 
01 Pop,Super Star,魔王,,0.68 ,0.00 ,0.00 ,1.46 ,0.02 ,0.82 
02 Anime,ベストウイッシュ!,魔王,,1.20 ,0.01 ,2.41 ,0.03 ,0.00 ,0.82 
01 Pop,千年之恋,魔王,,1.49 ,0.09 ,0.11 ,0.44 ,0.00 ,0.82 
01 Pop,恋音と雨空,魔王,,1.39 ,0.04 ,0.00 ,0.74 ,0.00 ,0.81 
04 Children and Folk,兩隻老虎,魔王,,1.55 ,0.04 ,0.05 ,0.02 ,0.00 ,0.80 
06 Classical,ヴァイオリン協奏曲ホ短調,魔王,,0.18 ,0.00 ,0.00 ,1.55 ,0.00 ,0.80 
01 Pop,俺たちコロコロAge,魔王,,1.55 ,0.02 ,0.00 ,0.04 ,0.32 ,0.80 
06 Classical,第九交響曲,魔王,,0.08 ,0.00 ,0.00 ,1.55 ,0.00 ,0.80 
05 Variety,はたらくくるま,魔王,,1.09 ,0.02 ,2.72 ,0.06 ,0.00 ,0.80 
02 Anime,ハグしちゃお,魔王,普通,1.46 ,0.10 ,0.02 ,0.00 ,0.47 ,0.80 
07 Game Music,とびだせ どうぶつの森 メドレー,魔王,,0.90 ,0.00 ,0.00 ,1.28 ,0.10 ,0.80 
02 Anime,Winding Road,魔王,,1.53 ,0.03 ,0.01 ,0.07 ,0.00 ,0.79 
01 Pop,什麼東西,魔王,,1.31 ,0.01 ,0.00 ,0.60 ,0.61 ,0.79 
09 Namco Original,どんちゃん世界旅行,魔王,玄人,1.51 ,0.01 ,0.03 ,0.13 ,0.00 ,0.79 
01 Pop,LAST CHRISTMAS,魔王,,1.46 ,0.02 ,0.00 ,0.15 ,0.50 ,0.79 
04 Children and Folk,小毛驢,魔王,,1.19 ,0.02 ,0.00 ,0.96 ,0.22 ,0.79 
05 Variety,ディープ?クレンジング,魔王,,1.50 ,0.04 ,0.00 ,0.06 ,0.00 ,0.78 
02 Anime,未来コネクション,魔王,,1.39 ,0.16 ,0.11 ,0.45 ,0.00 ,0.78 
01 Pop,STAY TUNE,魔王,,1.29 ,0.01 ,0.00 ,0.81 ,0.14 ,0.77 
01 Pop,ANTI-HERO,魔王,,1.07 ,0.01 ,0.00 ,1.02 ,0.39 ,0.77 
05 Variety,激レアさんスペシャルメドレー,魔王,,0.10 ,0.00 ,0.00 ,1.49 ,0.00 ,0.77 
05 Variety,WE ARE THE CHAMP,魔王,,1.49 ,0.06 ,0.00 ,0.02 ,0.00 ,0.77 
01 Pop,熱き鼓動の果て,魔王,,0.51 ,0.00 ,0.14 ,1.36 ,0.00 ,0.77 
02 Anime,人生ドラマチック,魔王,,1.44 ,0.09 ,0.00 ,0.31 ,0.36 ,0.77 
01 Pop,ただ君に晴れ,魔王,,1.47 ,0.03 ,0.05 ,0.09 ,0.00 ,0.77 
01 Pop,ただ君に晴れ,魔王,,1.47 ,0.03 ,0.05 ,0.03 ,0.00 ,0.77 
07 Game Music,Starry Heavens ver.2013,魔王,,1.42 ,0.02 ,0.00 ,0.42 ,0.30 ,0.77 
09 Namco Original,ねぇ教えて,魔王,,0.86 ,0.00 ,0.00 ,0.92 ,0.83 ,0.77 
02 Anime,ムリムリ！？ありあり！！INじゃぁな～い？！,魔王,玄人,1.47 ,0.00 ,0.00 ,0.08 ,0.00 ,0.77 
01 Pop,8月の坂,魔王,,0.95 ,0.03 ,0.00 ,0.91 ,0.73 ,0.76 
02 Anime,CHA-LA HEAD-CHA-LA -New Audio-,魔王,,1.14 ,0.24 ,1.43 ,0.07 ,0.45 ,0.76 
02 Anime,CHA-LA HEAD-CHA-LA -Old Audio-,魔王,,1.14 ,0.24 ,1.43 ,0.07 ,0.45 ,0.76 
04 Children and Folk,はねまり体操,魔王,,1.44 ,0.02 ,0.09 ,0.03 ,0.00 ,0.76 
09 Namco Original,きみのあかり,魔王,,1.25 ,0.01 ,0.00 ,0.00 ,0.00 ,0.76 
01 Pop,VALENTI,魔王,,0.85 ,0.01 ,0.00 ,1.05 ,0.63 ,0.76 
04 Children and Folk,Be The One,魔王,,1.24 ,0.05 ,0.02 ,0.00 ,0.00 ,0.75 
01 Pop,And You?,魔王,,1.44 ,0.04 ,0.00 ,0.13 ,0.00 ,0.75 
02 Anime,星のかがやきよ,魔王,普通,0.73 ,0.00 ,2.64 ,0.00 ,0.00 ,0.75 
02 Anime,祭り囃子でゲラゲラポー,魔王,,1.42 ,0.05 ,0.00 ,0.23 ,0.00 ,0.75 
02 Anime,魔法戦隊マジレンジャー,魔王,玄人,0.53 ,0.05 ,3.77 ,0.04 ,0.00 ,0.75 
09 Namco Original,ねこくじら,魔王,,0.74 ,0.00 ,0.00 ,1.26 ,0.25 ,0.75 
01 Pop,Yesterday,魔王,,1.43 ,0.03 ,0.00 ,0.11 ,0.00 ,0.75 
06 Classical,木星,魔王,,0.67 ,0.03 ,1.35 ,1.01 ,0.11 ,0.74 
04 Children and Folk,パパマママック限定バージョン,魔王,,0.47 ,0.00 ,0.05 ,1.33 ,0.00 ,0.74 
07 Game Music,ドラゴンクエストⅧ　メドレー,魔王,,1.29 ,0.06 ,0.05 ,0.57 ,0.00 ,0.74 
01 Pop,ultra soul,魔王,达人,1.40 ,0.02 ,0.00 ,0.24 ,0.00 ,0.74 
01 Pop,風が吹いている,魔王,,1.41 ,0.00 ,0.00 ,0.18 ,0.00 ,0.74 
01 Pop,チュッ！夏パーティ,魔王,,0.41 ,0.00 ,0.00 ,1.36 ,0.00 ,0.74 
01 Pop,サマーれげぇ！レインボー,魔王,达人,0.81 ,0.00 ,0.00 ,1.16 ,0.00 ,0.73 
02 Anime,CHA-LA HEAD-CHA-LA -Older Audio-,魔王,,1.11 ,0.22 ,1.20 ,0.06 ,0.45 ,0.73 
01 Pop,ハートスランプ二人ぼっち,魔王,,0.81 ,0.04 ,0.00 ,0.89 ,0.80 ,0.73 
05 Variety,花月夜,魔王,,1.35 ,0.06 ,0.18 ,0.10 ,0.00 ,0.73 
05 Variety,笑点のテーマ,魔王,,1.17 ,0.02 ,1.60 ,0.05 ,0.00 ,0.73 
01 Pop,プラスティック?ラブ,魔王,,0.96 ,0.01 ,0.00 ,0.86 ,0.65 ,0.73 
02 Anime,炎神戦隊ゴーオンジャー,魔王,,1.04 ,0.01 ,2.26 ,0.16 ,0.00 ,0.73 
01 Pop,Your Legend,魔王,,0.62 ,0.01 ,0.00 ,0.37 ,1.24 ,0.73 
02 Anime,愛?スクリ～ム！,魔王,,0.91 ,0.02 ,0.01 ,1.06 ,0.00 ,0.73 
02 Anime,ハイタッチ！,魔王,,1.22 ,0.05 ,0.05 ,0.65 ,0.00 ,0.73 
01 Pop,RIVER,魔王,,1.20 ,0.01 ,0.00 ,0.75 ,0.14 ,0.72 
01 Pop,恋のフーガ,魔王,,1.37 ,0.15 ,0.04 ,0.11 ,0.00 ,0.72 
02 Anime,愛にできることはまだあるかい,魔王(里),,1.22 ,0.02 ,0.09 ,0.33 ,0.48 ,0.72 
01 Pop,Show Time,魔王,,0.71 ,0.00 ,0.00 ,1.18 ,0.00 ,0.72 
02 Anime,ぐでたまぷちょへんざ,魔王,,1.41 ,0.01 ,0.00 ,0.00 ,0.17 ,0.72 
02 Anime,Act! Addict! Actors!,魔王,,0.89 ,0.01 ,2.74 ,0.15 ,0.00 ,0.72 
01 Pop,NIGHT DANCER,魔王,,1.11 ,0.01 ,0.00 ,0.83 ,0.17 ,0.71 
01 Pop,桜,魔王,普通,1.17 ,0.03 ,0.00 ,0.00 ,0.00 ,0.71 
04 Children and Folk,王老先生有塊地,魔王,,1.17 ,0.01 ,0.00 ,0.76 ,0.11 ,0.71 
01 Pop,それが大事,魔王,,1.26 ,0.04 ,0.00 ,0.58 ,0.16 ,0.71 
02 Anime,You've Got a Friend in Me,魔王,,0.54 ,0.00 ,0.00 ,1.24 ,0.00 ,0.71 
01 Pop,太陽とビキニ,魔王,,1.00 ,0.21 ,0.60 ,0.00 ,0.00 ,0.70 
01 Pop,I SHOULD BE SO LUCKY,魔王,,1.02 ,0.01 ,0.00 ,0.69 ,0.63 ,0.70 
01 Pop,無敵のガールフレンド,魔王,,1.15 ,0.03 ,0.01 ,0.00 ,0.00 ,0.70 
02 Anime,ぼくドラえもん,魔王,,1.19 ,0.03 ,0.00 ,0.44 ,0.53 ,0.70 
01 Pop,愛的城堡,魔王,,1.06 ,0.01 ,0.00 ,0.77 ,0.43 ,0.70 
01 Pop,つけまつける,魔王,,1.28 ,0.08 ,0.18 ,0.10 ,0.00 ,0.70 
